EVTDESC_ZE_22000;Your loyal vassal, [From.GetFullName], has sent you a courier with an offer. [From.GetSheHeCap] is willing to make a significant donation to your War Chest, but in return you must promise to return the favor in the future. A most generous offer!;Votre fidèle vassal [From.GetFullName] vous fait parvenir une missive avec une offre. [From.GetIlElleCap] est d'accord de contribuer significativement à votre trésor de guerre, mais en échange, vous devez lui devrez une faveur. Une offre des plus généreuses !;Euer Vasall [From.GetFullName] lässt Euch durch einen Boten einen Vorschlag übermitteln. [From.GetSheHeCap] ist zu einer beträchtlichen Spende für die Kriegskasse bereit, wenn Ihr im Gegenzug zusagt, Euch in Zukunft für diesen Gefallen zu revanchieren. Was für ein großzügiges Angebot!;;[From.GetFullName], tu fiel vasallo, te ha enviado un mensajero con una oferta. [From.GetSheHeCap] está dispuesto a hacer una importante donación al cofre de guerra, pero a cambio que tienes que prometer devolver el favor en el futuro. ¡Una oferta más que generosa!;;;;;;;;;x
EVTDESC_ZE_22100;[From.GetFullName] has decided to accept your donation offer! Now we have leverage on [From.GetHerHim], we must make sure to use it wisely.;[From.GetFullName] a décidé d'accepter votre contribution. Assurons-nous d'utiliser avec sagesse cette influence chèrement gagnée.;[From.GetFullName] hat die von Euch angebotene Schenkung angenommen. Nun steht [From.GetSheHe] bei uns in der Pflicht. In Zukunft wird das noch eine wichtige Rolle spielen.;;[From.GetFullName] ha decidido aceptar tu oferta de donación! Ahora tenemos influencia sobre [From.GetHerHim], debemos asegurarnos de utilizarla sabiamente.;;;;;;;;;x
EVTDESC_ZE_22200;[From.GetFullName] has refused your generous donation offer. [From.GetSheHeCap] claims that you are just trying to gain leverage on [From.GetHerHim], outrageous!;[From.GetFullName] a décliné votre offre généreuse. [From.GetIlElleCap] prétend que vous cherchez seulement à assoir votre influence. C'est scandaleux !;[From.GetFullName] hat die angebotene Schenkung abgelehnt. [From.GetSheHeCap] behauptet, dass wir sie nur anbieten, um in Zukunft ein Druckmittel zu haben. Man stelle sich vor!;;[From.GetFullName] ha rechazado tu oferta de donación. [From.GetSheHeCap] afirma que está tratando de ganar influencia sobre [From.GetHerHim], ¡habrase visto!;;;;;;;;;x

EVTOPTA_ZE_22000;This is just what we need!;C'est exactement ce dont nous avons besoin !;Das ist genau das, was ich brauche!;;¡Esto es justo lo que necesitamos!;;;;;;;;;x
EVTOPTA_ZE_22200;A shame.;C'est regrettable.;Schade.;;Una vergüenza.;;;;;;;;;x

EVTOPTB_ZE_22000;[From.GetSheHeCap] is just trying to gain leverage on me! I refuse.;[From.GetIlElleCap] essaie simplement de m'avoir à sa botte ! Je refuse.;[From.GetSheHeCap] möchte mir Verpflichtungen auferlegen. Das kommt nicht infrage!;;¡[From.GetSheHeCap] está tratando de ganar influencia sobre mí! Me niego.;;;;;;;;;x

EVTOPTC_ZE_22000;A generous donation from a good friend!;Une contribution généreuse est signe d'une amitié sincère !;Eine großzügige Spende von einem großmütigen Freund!;;¡Una donación generosa de un buen amigo!;;;;;;;;;x
